epoch,step,train/loss,train/loss_affinity,val/loss,val/pearson,val/rmse,val_rmse
5,83,5.913727760314941,5.913727760314941,,,,
5,84,6.261081695556641,6.261081695556641,,,,
5,85,1.5492619276046753,1.5492619276046753,,,,
5,86,2.50138783454895,2.50138783454895,,,,
5,87,1.9047921895980835,1.9047921895980835,,,,
5,88,6.623617649078369,6.623617649078369,,,,
5,89,5.688699722290039,5.688699722290039,,,,
5,89,,,4.338489532470703,0.20864489674568176,2.0854196548461914,2.0854196548461914
6,90,4.373527526855469,4.373527526855469,,,,
6,91,3.1369285583496094,3.1369285583496094,,,,
6,92,8.06891918182373,8.06891918182373,,,,
6,93,3.387354850769043,3.387354850769043,,,,
6,94,4.588315486907959,4.588315486907959,,,,
6,95,2.224503993988037,2.224503993988037,,,,
6,96,1.9891977310180664,1.9891977310180664,,,,
6,97,4.1496477127075195,4.1496477127075195,,,,
6,98,2.8957531452178955,2.8957531452178955,,,,
6,99,6.922252178192139,6.922252178192139,,,,
6,100,3.1464474201202393,3.1464474201202393,,,,
6,101,5.399687767028809,5.399687767028809,,,,
6,102,5.814597129821777,5.814597129821777,,,,
6,103,1.6220462322235107,1.6220462322235107,,,,
6,104,5.517343997955322,5.517343997955322,,,,
6,104,,,4.1329874992370605,0.11601238697767258,2.033792734146118,2.033792734146118
7,105,5.300663471221924,5.300663471221924,,,,
7,106,7.743866920471191,7.743866920471191,,,,
7,107,1.9203494787216187,1.9203494787216187,,,,
7,108,5.768684387207031,5.768684387207031,,,,
7,109,4.526252746582031,4.526252746582031,,,,
7,110,3.3355021476745605,3.3355021476745605,,,,
7,111,1.7594430446624756,1.7594430446624756,,,,
7,112,5.842393398284912,5.842393398284912,,,,
7,113,1.6776435375213623,1.6776435375213623,,,,
7,114,2.125058650970459,2.125058650970459,,,,
7,115,1.7027356624603271,1.7027356624603271,,,,
7,116,1.7897206544876099,1.7897206544876099,,,,
7,117,8.653082847595215,8.653082847595215,,,,
7,118,4.482102394104004,4.482102394104004,,,,
7,119,4.290160179138184,4.290160179138184,,,,
7,119,,,4.214545249938965,0.0517939068377018,2.054318428039551,2.054318428039551
8,120,7.036707401275635,7.036707401275635,,,,
8,121,3.4502828121185303,3.4502828121185303,,,,
8,122,2.4332361221313477,2.4332361221313477,,,,
8,123,3.840967893600464,3.840967893600464,,,,
8,124,3.356085777282715,3.356085777282715,,,,
8,125,3.0188913345336914,3.0188913345336914,,,,
8,126,4.111631870269775,4.111631870269775,,,,
8,127,2.9050979614257812,2.9050979614257812,,,,
8,128,0.41340118646621704,0.41340118646621704,,,,
8,129,6.647805213928223,6.647805213928223,,,,
8,130,4.998220920562744,4.998220920562744,,,,
8,131,2.95831036567688,2.95831036567688,,,,
8,132,4.306864261627197,4.306864261627197,,,,
8,133,3.5415356159210205,3.5415356159210205,,,,
8,134,8.681832313537598,8.681832313537598,,,,
8,134,,,4.279824733734131,0.039584606885910034,2.0704426765441895,2.0704426765441895
9,135,4.352721214294434,4.352721214294434,,,,
9,136,6.0744428634643555,6.0744428634643555,,,,
9,137,4.189975261688232,4.189975261688232,,,,
9,138,5.199616432189941,5.199616432189941,,,,
9,139,1.651639461517334,1.651639461517334,,,,
9,140,3.134544849395752,3.134544849395752,,,,
9,141,3.3476319313049316,3.3476319313049316,,,,
9,142,5.703771591186523,5.703771591186523,,,,
9,143,3.129856824874878,3.129856824874878,,,,
9,144,3.3345260620117188,3.3345260620117188,,,,
9,145,5.289793968200684,5.289793968200684,,,,
9,146,7.5961222648620605,7.5961222648620605,,,,
9,147,3.067960739135742,3.067960739135742,,,,
9,148,2.5189642906188965,2.5189642906188965,,,,
9,149,5.905863285064697,5.905863285064697,,,,
9,149,,,4.13331413269043,0.08627120405435562,2.033663034439087,2.033663034439087
10,150,3.2166779041290283,3.2166779041290283,,,,
10,151,3.781618356704712,3.781618356704712,,,,
10,152,3.240159511566162,3.240159511566162,,,,
10,153,6.932098388671875,6.932098388671875,,,,
10,154,4.239095687866211,4.239095687866211,,,,
10,155,3.3302175998687744,3.3302175998687744,,,,
10,156,2.875953435897827,2.875953435897827,,,,
10,157,6.209202766418457,6.209202766418457,,,,
10,158,3.9400339126586914,3.9400339126586914,,,,
10,159,1.525782585144043,1.525782585144043,,,,
10,160,4.1839189529418945,4.1839189529418945,,,,
10,161,4.911277770996094,4.911277770996094,,,,
10,162,3.5554544925689697,3.5554544925689697,,,,
10,163,5.131984710693359,5.131984710693359,,,,
10,164,4.802062511444092,4.802062511444092,,,,
10,164,,,4.27894926071167,0.05428009107708931,2.0697391033172607,2.0697391033172607
11,165,2.6436967849731445,2.6436967849731445,,,,
11,166,4.5139265060424805,4.5139265060424805,,,,
11,167,5.079502582550049,5.079502582550049,,,,
11,168,6.979930877685547,6.979930877685547,,,,
11,169,4.7889604568481445,4.7889604568481445,,,,
11,170,1.320785403251648,1.320785403251648,,,,
11,171,5.7557878494262695,5.7557878494262695,,,,
11,172,2.5345304012298584,2.5345304012298584,,,,
11,173,1.731552004814148,1.731552004814148,,,,
11,174,3.702834367752075,3.702834367752075,,,,
11,175,3.531926155090332,3.531926155090332,,,,
11,176,1.337829351425171,1.337829351425171,,,,
11,177,7.904999732971191,7.904999732971191,,,,
11,178,5.641380310058594,5.641380310058594,,,,
11,179,2.539039373397827,2.539039373397827,,,,
11,179,,,4.202877521514893,0.0015596443554386497,2.0502207279205322,2.0502207279205322
12,180,5.213767051696777,5.213767051696777,,,,
12,181,1.9471402168273926,1.9471402168273926,,,,
12,182,1.348846673965454,1.348846673965454,,,,
12,183,4.643194198608398,4.643194198608398,,,,
12,184,6.132363796234131,6.132363796234131,,,,
12,185,2.2764642238616943,2.2764642238616943,,,,
12,186,4.227371692657471,4.227371692657471,,,,
12,187,3.843416213989258,3.843416213989258,,,,
12,188,4.506763935089111,4.506763935089111,,,,
12,189,3.3393938541412354,3.3393938541412354,,,,
12,190,3.823756217956543,3.823756217956543,,,,
12,191,3.8719677925109863,3.8719677925109863,,,,
12,192,6.060136795043945,6.060136795043945,,,,
12,193,1.0230883359909058,1.0230883359909058,,,,
12,194,2.6356678009033203,2.6356678009033203,,,,
12,194,,,4.436271667480469,0.0033196434378623962,2.1054506301879883,2.1054506301879883
13,195,5.747622489929199,5.747622489929199,,,,
13,196,1.2418768405914307,1.2418768405914307,,,,
13,197,5.227865219116211,5.227865219116211,,,,
13,198,2.768908739089966,2.768908739089966,,,,
13,199,3.645622730255127,3.645622730255127,,,,
13,200,4.333217620849609,4.333217620849609,,,,
13,201,7.191425800323486,7.191425800323486,,,,
13,202,7.365814685821533,7.365814685821533,,,,
13,203,1.2189315557479858,1.2189315557479858,,,,
13,204,2.4893500804901123,2.4893500804901123,,,,
13,205,3.3407435417175293,3.3407435417175293,,,,
13,206,1.8542752265930176,1.8542752265930176,,,,
13,207,3.7653720378875732,3.7653720378875732,,,,
13,208,2.538856029510498,2.538856029510498,,,,
13,209,3.8883209228515625,3.8883209228515625,,,,
13,209,,,4.3677167892456055,-0.003238759934902191,2.088632345199585,2.088632345199585
14,210,3.126189947128296,3.126189947128296,,,,
14,211,2.518958568572998,2.518958568572998,,,,
14,212,3.9189844131469727,3.9189844131469727,,,,
14,213,0.6645039319992065,0.6645039319992065,,,,
14,214,2.0736606121063232,2.0736606121063232,,,,
14,215,2.840474843978882,2.840474843978882,,,,
14,216,3.312680721282959,3.312680721282959,,,,
14,217,4.534915447235107,4.534915447235107,,,,
14,218,4.077316761016846,4.077316761016846,,,,
14,219,3.877955198287964,3.877955198287964,,,,
14,220,9.645055770874023,9.645055770874023,,,,
14,221,1.6062580347061157,1.6062580347061157,,,,
14,222,0.98545241355896,0.98545241355896,,,,
14,223,4.755622863769531,4.755622863769531,,,,
14,224,7.756321907043457,7.756321907043457,,,,
14,224,,,4.373292922973633,-0.022260500118136406,2.0889995098114014,2.0889995098114014
15,225,2.790196657180786,2.790196657180786,,,,
15,226,5.67370080947876,5.67370080947876,,,,
15,227,3.9863839149475098,3.9863839149475098,,,,
15,228,5.774740695953369,5.774740695953369,,,,
15,229,1.4453134536743164,1.4453134536743164,,,,
15,230,1.7509222030639648,1.7509222030639648,,,,
15,231,2.81272029876709,2.81272029876709,,,,
15,232,6.095998287200928,6.095998287200928,,,,
15,233,4.461515426635742,4.461515426635742,,,,
15,234,3.706482410430908,3.706482410430908,,,,
15,235,4.618938446044922,4.618938446044922,,,,
15,236,3.4210829734802246,3.4210829734802246,,,,
15,237,1.6969914436340332,1.6969914436340332,,,,
15,238,2.357769012451172,2.357769012451172,,,,
15,239,4.855775356292725,4.855775356292725,,,,
15,239,,,4.38535213470459,-0.06349941343069077,2.0906870365142822,2.0906870365142822
16,240,4.675379276275635,4.675379276275635,,,,
16,241,1.7229630947113037,1.7229630947113037,,,,
16,242,2.3120834827423096,2.3120834827423096,,,,
16,243,5.359131336212158,5.359131336212158,,,,
16,244,2.1194193363189697,2.1194193363189697,,,,
16,245,2.4712178707122803,2.4712178707122803,,,,
16,246,9.7214937210083,9.7214937210083,,,,
16,247,2.875196933746338,2.875196933746338,,,,
16,248,5.329444408416748,5.329444408416748,,,,
16,249,3.237828493118286,3.237828493118286,,,,
16,250,1.2886959314346313,1.2886959314346313,,,,
16,251,3.870648145675659,3.870648145675659,,,,
16,252,4.108707427978516,4.108707427978516,,,,
16,253,2.5492043495178223,2.5492043495178223,,,,
16,254,4.463906288146973,4.463906288146973,,,,
16,254,,,4.714896202087402,-0.08149095624685287,2.1655101776123047,2.1655101776123047
